epoch,train_loss,val_loss,mean_dice,dice_bg,dice_ncr,dice_ed,dice_et,time,mem_gb
1,0.7341819325008908,0.4759325602570096,0.5463667901081813,0.9932117333283296,0.3217481309799729,0.6263881430432603,0.6909640963013107,40.896934509277344,6.960920576
2,0.4355756811596252,0.4288252797481176,0.6131293062877344,0.9945400421683853,0.4395256779976681,0.6843466836254339,0.7155155572401011,37.54605484008789,6.996311552
3,0.4022142457196841,0.4064074980246054,0.6022174455695324,0.994814162318771,0.42860902684765895,0.6187500242848654,0.7592932855760729,55.57198643684387,6.996311552
4,0.38525455908195394,0.4138301482071748,0.5943234848815041,0.9931595873188328,0.42292628376870545,0.6676883681400402,0.6923558027357668,40.30680966377258,6.996311552
5,0.3775907729727191,0.350241417014921,0.6663132818029808,0.9939254973385785,0.46932918417292674,0.7403158722697077,0.7892947889663078,40.79945659637451,6.996311552
6,0.3631632663309574,0.3270656571194932,0.6932974702737353,0.9954207958401861,0.5368761921653876,0.7628323951283017,0.7801838235275166,39.125348806381226,6.996311552
7,0.3532686608063208,0.3470186836816169,0.66358655295125,0.9948813013128333,0.5006240374735884,0.7459036603167251,0.7442319610634366,43.391252756118774,6.996311552
8,0.3338581051778149,0.3237420026514981,0.6861122935204893,0.9954334980732685,0.5319937161497168,0.7335945681945698,0.7927485962171812,40.11102366447449,6.996311552
9,0.3289366687673169,0.28713593934033366,0.7360080575889295,0.9952033532632364,0.6228139042048841,0.7910499878831811,0.7941602806787234,35.294762134552,6.996311552
10,0.31636355777044556,0.2951681090367807,0.7177244375149409,0.9953819448883469,0.5809893338261424,0.7819886022322887,0.7901953764863916,43.70586943626404,6.996311552
11,0.301239362389252,0.3017433193084356,0.7069878864127236,0.995571614922704,0.5576489926189989,0.7590650996646365,0.8042495669545354,42.01607346534729,6.996311552
12,0.30186624527984374,0.30400320605651754,0.7181910865747176,0.994352857808809,0.6041670059030121,0.7776467647101428,0.7727594891109982,36.93568444252014,6.996311552
13,0.295080250481496,0.27016550262232086,0.748652944827939,0.995630956984855,0.6525751944329288,0.7931664843817015,0.8002171556691866,41.648569107055664,6.996311552
14,0.28860489842859477,0.2647180299501161,0.7575553732143866,0.995387623438964,0.6843422534498008,0.787763196068841,0.8005606701245179,43.48578953742981,6.996311552
15,0.28028035229323683,0.2733267549727414,0.7493202757459504,0.9954190431414424,0.6703266553782128,0.7881701459755769,0.7894640258840613,43.17620921134949,6.996311552
16,0.29557815053173014,0.28038895009337245,0.7441474430112017,0.995415444309647,0.6510326419076001,0.7827590148191195,0.7986506723068856,41.324275493621826,6.996311552
17,0.2789046330427801,0.277472818622718,0.7467354679698343,0.9956800663793409,0.6773320005552189,0.791247042449745,0.771627360904539,41.98101019859314,6.996311552
18,0.2734263915367223,0.25938840129890955,0.7549454993358603,0.9955727168031641,0.6602674615946976,0.7980922122259397,0.8064768241869437,41.354722023010254,6.996311552
19,0.26370117853622177,0.2599337749384545,0.763620277145156,0.9957453463528607,0.6891325491707068,0.7980501257084511,0.8036781565563099,42.87845516204834,6.996311552
20,0.26779256876860114,0.2529121234610274,0.7735197661562009,0.9954834226015452,0.7134398316612115,0.8026602010469179,0.8044592657604733,44.21239638328552,6.996311552
21,0.26161525116578954,0.2583022560622241,0.7598476783112362,0.9957300972294163,0.6687425383039423,0.7991075338544072,0.8116929627753593,44.23006319999695,6.996311552
22,0.2526588587946183,0.2551261114107596,0.7647479936346278,0.9956570026036855,0.6782992739935179,0.8061590065827241,0.8097857003276413,41.081822872161865,6.996311552
23,0.25178842447899485,0.2644608657102327,0.759425834089786,0.995608888767861,0.6845544218211561,0.7941525272420935,0.7995705532061087,41.381526947021484,6.996311552
24,0.25499301600093777,0.25271958958458257,0.7642688334390924,0.995691138344842,0.680187118818631,0.8042137308700664,0.8084056506285796,41.55637264251709,6.996311552
25,0.24930783768964782,0.25425380508641937,0.7682651054483277,0.9956584637229507,0.6921571932128958,0.8034054604736535,0.8092326626584336,41.16931438446045,6.996311552
26,0.2475998750510248,0.25684486208735285,0.76229437675562,0.9954651771364985,0.6751069853434691,0.8003808284128034,0.8113953165105872,41.36819505691528,6.996311552
27,0.248762252312657,0.27941278227277705,0.738833735856387,0.995328155723778,0.638388147023884,0.7807724951086817,0.7973405654365952,51.56267046928406,6.996311552
28,0.24361855592075232,0.24935098133377126,0.7652266524933481,0.9957857647457639,0.6790516891994992,0.8055648449304942,0.8110634233500507,40.989346742630005,6.996311552
29,0.23643221459477334,0.24509232712758555,0.776663412986038,0.9956908580419179,0.708818023470608,0.808924367298951,0.8122478481885549,41.3423216342926,6.996311552
30,0.23803704272250872,0.26679134006435806,0.7558282776354125,0.9957047604225777,0.6877249338828204,0.7899531045475522,0.7898067944758648,43.395944118499756,6.996311552
31,0.2337397899277307,0.2471300099749823,0.7732827574820131,0.9957194618276648,0.6977229078073759,0.8066095677581994,0.8155157968804643,40.88431715965271,6.996311552
32,0.22761203414080916,0.24723829912978249,0.7711431415634112,0.9959471757347519,0.6896703160695128,0.8141736484862663,0.8095854601344546,42.286725759506226,6.996311552
33,0.22539261980233966,0.24362566906052666,0.7784572672602291,0.9959149811718915,0.7180925299589699,0.8127684142138507,0.8045108576078672,41.35001540184021,6.996311552
34,0.22367662714945302,0.249355132515366,0.7765854515202412,0.9956809733365033,0.7075885433602978,0.8067923897021526,0.8153754214982729,44.39569354057312,6.996311552
35,0.22709750162588582,0.2525392966093244,0.774886008721214,0.995845793066798,0.7138810483990489,0.8067801030906471,0.8039968746739465,40.84422278404236,6.996311552
36,0.22836783024910334,0.24962819065596606,0.7730591400518074,0.9959192453203974,0.6979146748781204,0.8117535855319049,0.8095091597453968,42.220937728881836,6.996311552
37,0.22128805789995837,0.2448081948064469,0.7806074218572796,0.9959889988641482,0.7105350725956865,0.8160256888415363,0.8152615041346163,42.283597230911255,6.996311552
38,0.21261933632194996,0.24530614711142876,0.7801661175919009,0.9958666256956152,0.7165714643291525,0.8117927651147585,0.8121341233317917,43.53977727890015,6.996311552
39,0.21244261479256926,0.2438005641908259,0.7758683701222008,0.9959803449141013,0.6959541067481041,0.8183830960376842,0.8132679075808138,40.73819279670715,6.996311552
40,0.21091838186053005,0.24776056106831576,0.7742175826349774,0.9959380852209555,0.696674042859593,0.8164514577066576,0.8095272473386816,42.77106595039368,6.996311552
41,0.2080653256459816,0.24421817144832095,0.7740041054449639,0.9957590248133685,0.6978266188824499,0.8075713821359582,0.8166143153164838,40.62477946281433,6.996311552
42,0.20819442996100798,0.24343744766067815,0.7736958815707817,0.9956285131944193,0.6978256178868784,0.8056247475984935,0.8176372792269733,41.692063331604004,6.996311552
43,0.20801436770203952,0.2486989167896477,0.7702424053002049,0.9959268795477377,0.6860305133300859,0.8114678167008065,0.8132288858697221,42.98637914657593,6.996311552
44,0.20153252120960402,0.2428269615849933,0.7818370810500136,0.9959089353277877,0.7105452837170781,0.8190559470975721,0.8159100123353906,41.69416546821594,6.996311552
