epoch,train_loss,val_loss,mean_dice,dice_bg,dice_necro,dice_edema,dice_enh,mean_prec,prec_bg,prec_necro,prec_edema,prec_enh,mean_sens,sens_bg,sens_necro,sens_edema,sens_enh,time,max_mem_gb
1,1.0584077676003043,0.526108084498225,0.48414214497415325,0.992559822829994,0.245003294854148,0.49005391791060166,0.7173692221577103,0.5007427545549633,0.9958472284110816,0.1774650038899602,0.7032012846824285,0.6215619750925012,0.6117165002736958,0.9893278624560382,0.5713958244871449,0.39646415090238724,0.8672895254315557,101.52805423736572,18.452450816
2,0.45332863795998934,0.39657413315128637,0.6218869361254545,0.9945847102113672,0.43139416623759913,0.72495906981262,0.7093075723261446,0.6602479271792078,0.9956594125644581,0.5115896129124874,0.6899134669754956,0.7792407016496401,0.6462109405379575,0.9935298916455861,0.47203789158044634,0.7915771007537842,0.6750178292796418,99.67989873886108,18.485482496
3,0.41539141495485565,0.40000066362522746,0.6024625173646697,0.9949264268617373,0.36210302036536757,0.7359261762451481,0.7093583554834932,0.7564824215162131,0.9936542849282961,0.7810832744415414,0.7145320402609335,0.7738319498461645,0.5800761184274039,0.9962210155822135,0.2711423059059044,0.7879519349819905,0.6811341143943168,103.85184121131897,18.486334464
4,0.3938812131213175,0.35440071571517634,0.6566226210713655,0.9947800088573147,0.4767084587365389,0.748670728625478,0.7444886758520797,0.6883344546900139,0.9952429726317122,0.5735588496601259,0.7250067905799763,0.7664377238299396,0.6754429032438779,0.9943311327212566,0.48640380422207147,0.7968072101876542,0.7431176953219079,102.9576780796051,18.486006784
5,0.38132582333039594,0.4078523597201785,0.6035610987631256,0.9952072630057464,0.3984927985623693,0.7153296269275047,0.6968608707995028,0.7254779710694476,0.9933958472432317,0.6114807761198765,0.7353284213994,0.8296247156890663,0.5870358131273737,0.9970436337831858,0.4101064582284527,0.7242579379597226,0.626743043193946,102.45822167396545,18.486006784
6,0.38160710459625397,0.3280085357459816,0.6811223595931724,0.995133726983457,0.5029448760119645,0.778451961440009,0.7619702413275435,0.740352118605966,0.9961833051733069,0.7600251379850749,0.7285886688812359,0.7324425489515871,0.6982394212538057,0.9941025650179064,0.42483067270871755,0.8573102210019086,0.8125773700507911,102.91546583175659,18.487579648
7,0.35369152656278097,0.3558908467357223,0.6491746025847959,0.9953951320132693,0.4744564492154766,0.6977723844953485,0.7752949740435626,0.642869924774041,0.9964704626315349,0.39215930289513357,0.7624847937274624,0.7739656776995272,0.7324655627882158,0.9943364375346416,0.744481436304144,0.6635379646275494,0.7893772874329541,102.34980511665344,18.486137856
8,0.34834981719787056,0.3719319117230338,0.6526831266310839,0.9933290159380114,0.5244670079366581,0.7221872500471167,0.7113951219094766,0.5845226256160049,0.9974892654934445,0.45939394791384003,0.6973678936829438,0.5968060352512308,0.7867691726297945,0.9892220867646707,0.677908802354658,0.770439587734841,0.9119591277998846,102.69361853599548,18.486006784
9,0.359416575045199,0.30729276264036026,0.7094158126158758,0.9954672391350204,0.5683091939301104,0.7830858005059732,0.7768524434115436,0.7421030646508878,0.9955665743028795,0.6717338650613218,0.7647678900409389,0.7898074388504028,0.7177985850889402,0.995382043155464,0.5531769839895738,0.821609919135635,0.7786088521416122,102.43276023864746,18.486268928
10,0.3352310858868264,0.2974598508428883,0.7158460063306061,0.9956607270885158,0.580511212147571,0.7877699394483824,0.779256867395865,0.7826416640131324,0.9951941532057684,0.7462836028756322,0.7768281649898838,0.8248132241738809,0.7062289015398369,0.996141628639118,0.5435773669867903,0.8198094400199684,0.7552998976127522,102.72889924049377,18.485810176
11,0.32354981955644246,0.29463993133725347,0.7197384855768701,0.9955164435747508,0.5744138899687175,0.7866275270242948,0.7981740397375983,0.811663541976396,0.9943580997956766,0.8732522709949596,0.7900695132242667,0.7716688417099618,0.7003833785116136,0.9966916603011053,0.4583834302989212,0.8038170394059774,0.838949665829942,102.78525185585022,18.485941248
12,0.3255814949201571,0.343777872017912,0.6740706371025995,0.9944000099156354,0.5227927174922582,0.7189004203757724,0.7805187734397682,0.6317715179007332,0.9978056952760026,0.46314435593179754,0.7008445287072981,0.7313256690631041,0.7800869081202927,0.9910338102160273,0.7294995522982365,0.7606010871964533,0.8501600848661887,104.11644673347473,18.486465536
13,0.3195529542359951,0.3225510341895593,0.6849219443293304,0.9953375797013979,0.5301893921317281,0.7407292022898391,0.7838472385664244,0.6630113204723006,0.9967375268807283,0.4910211222800049,0.7756007273454923,0.7224121117914045,0.7672440790915274,0.9939569621472746,0.7032955449980658,0.7279185910482664,0.87051810122825,102.39000988006592,18.486006784
14,0.30961207667919427,0.2998171811168258,0.7098731293871596,0.9957116826160534,0.5805046067044541,0.7603625123565262,0.7887522691004986,0.7190487446548701,0.9952694532033559,0.5512661917789562,0.796399470116641,0.8094805720690135,0.7431016650285805,0.9961675357174229,0.7055305983569171,0.7440671211964375,0.7797072755323874,103.00970792770386,18.485285888
15,0.3029019003482284,0.3553190553510511,0.656864844463967,0.9955847859382629,0.4843570171175776,0.7021590511541109,0.7840784651202124,0.6494085591051492,0.9957510555112684,0.3864557584999381,0.8259845537108343,0.7357853651046753,0.7486155666746536,0.9954318130338514,0.7666726160693813,0.6272300900639715,0.8519439938906077,102.53114008903503,18.485941248
16,0.3017641239472338,0.27210596284350835,0.7472813167013563,0.9954249488340842,0.6488094152630987,0.7961856851706633,0.796848849670307,0.7348562942163364,0.9966973807360675,0.6927875364954407,0.7729836364050169,0.7387977097485516,0.7915406505669559,0.9941686150189992,0.660961347455914,0.836899771883681,0.8767608323612729,102.47546410560608,18.486465536
17,0.30498349581014467,0.2689325841697487,0.7558259298806792,0.99546680740408,0.6694696595942652,0.7991597942403845,0.7988483358073879,0.7631402395598523,0.9963910048072403,0.7411713161178537,0.7662835491670145,0.7819658533946888,0.7762467966893235,0.9945570874858547,0.6476262770593166,0.8541939226356713,0.8269201903729826,103.32614278793335,18.486006784
