epoch,train_loss,val_loss,mean_dice,dice_bg,dice_ncr,dice_ed,dice_et,time,mem_gb
1,0.7223857327087505,0.46321117877960205,0.5520252650855361,0.9927468267646996,0.335339864665592,0.6479202726402798,0.6728156579507364,45.46905851364136,14.324425728
2,0.43531061769337265,0.4270815744593337,0.5945470015107243,0.9945488411027033,0.3825479386424696,0.676081534072354,0.7250115318173492,41.2477867603302,14.358374912
3,0.40104621658856804,0.3647246119138357,0.6444389670416042,0.9951039955422685,0.4784394377792204,0.6892027917343218,0.7656746716112703,47.59307289123535,14.35955456
4,0.3748135942260961,0.3684354698335802,0.6445161506936357,0.9945835261731535,0.48487984006469315,0.7441795669697426,0.7044890450464713,47.51253151893616,14.35955456
5,0.3795953401037165,0.33522557608179143,0.685411269600327,0.9946417438017355,0.5234796275963655,0.7504276133872367,0.7823265678173786,46.76189565658569,14.35955456
6,0.364395234935187,0.30652157962322235,0.7151857289645048,0.9953213479067828,0.5973562549900364,0.7741846482496004,0.7740162836538779,42.041197299957275,14.35955456
7,0.3541620633489377,0.35576864593737834,0.6525593981281057,0.9949153130118912,0.4808115568515417,0.7467083214102564,0.730158316122519,46.2868595123291,14.35955456
8,0.3364583594674194,0.3330267683879749,0.6871122359534146,0.9951771658820074,0.5584477661759593,0.7248567012516228,0.778032240432662,45.45898246765137,14.35955456
9,0.33125424918693464,0.28631964003717575,0.7358420227427741,0.9953617614668768,0.6253047599583059,0.7837059513942616,0.7985153568757547,45.42508816719055,14.35955456
10,0.3251312842743622,0.28455183272426193,0.7322301332343807,0.9957229672251521,0.608307528938796,0.7899499664435515,0.7984329043207942,42.08890986442566,14.35955456
11,0.30173986133288694,0.2905512009118054,0.7278520540074185,0.9953034246290052,0.6019471472985035,0.7779101785775777,0.8036988361461742,45.80776786804199,14.35955456
12,0.30046675716703003,0.3520742505788803,0.6644165370915387,0.993474892667822,0.48984296176884623,0.7198637973617863,0.7835428521439836,45.76692247390747,14.35955456
13,0.3013000384073805,0.2770033378053356,0.7430098376295589,0.995509292628314,0.6532518742857752,0.7849804267689988,0.7907972118339023,45.34365892410278,14.35955456
14,0.2910226214979146,0.2739491337859953,0.7495880752533406,0.9951532112585532,0.6627891216729138,0.7875810394415984,0.7983940646455094,42.10755157470703,14.35955456
15,0.28867668557811427,0.2655064648873097,0.7612292253756309,0.9957287134350957,0.6882672430695714,0.7989842182881123,0.7964362147692088,47.06195378303528,14.35955456
16,0.2930957663904976,0.2976586270976711,0.7335136575906089,0.9952781587033659,0.6376593822250383,0.7643325989310806,0.7985489916157078,47.17423486709595,14.35955456
17,0.2788314588770673,0.27718460680665197,0.7517627492577068,0.9953991722416233,0.6948048299721657,0.7785994321913332,0.7818839856096216,45.75231194496155,14.35955456
18,0.28121754406271754,0.2670795579214354,0.7549682259052686,0.995547765010112,0.67011543851542,0.7930023879618258,0.8017868512385601,40.45166826248169,14.35955456
19,0.26736059341881724,0.25807589050885793,0.7633373517173906,0.9958326413824752,0.6806865841955752,0.8006641043199075,0.8086613666366886,45.85811448097229,14.35955456
20,0.26659902200304175,0.2730646652949823,0.7541645640621276,0.9952460414654499,0.684827808642054,0.7839087183411056,0.7937571652032234,47.61068892478943,14.35955456
21,0.2660156134012583,0.2703573083555376,0.7533969882674313,0.9956763644476194,0.6638810057193041,0.7917679580482276,0.8045420010347624,45.84049439430237,14.35955456
22,0.2570592545576998,0.2524433808552252,0.7717322144019713,0.9957379424894178,0.6972081711566126,0.8102013468742371,0.8077871251750637,40.7185001373291,14.35955456
23,0.25601898254574956,0.2527395084097579,0.7712581359722593,0.9958774946831368,0.7019439180557793,0.8051985405586861,0.8066319493023125,47.236894369125366,14.35955456
24,0.25197201393343305,0.2538500114067181,0.7702972283502957,0.9957938886977531,0.7019558367696969,0.8087305845441045,0.8002052637370857,45.325459718704224,14.35955456
25,0.2583111222027927,0.25271769190156784,0.768866642302758,0.9955760965476165,0.6904693606334764,0.8057144686982438,0.8104160975765538,45.17907404899597,14.35955456
26,0.24548864042436755,0.27523968187538356,0.7543823762818462,0.9956802194182938,0.673737988529323,0.7933386813949894,0.7960704589212263,40.73532247543335,14.35955456
27,0.24597476493265177,0.25131769196407217,0.7704310182247075,0.9958597534411663,0.7066414762993116,0.8030740473721478,0.8015775310026633,45.176114082336426,14.35955456
28,0.2421865213058285,0.2621936842396453,0.7573052632563689,0.9955733708433203,0.6695655249814326,0.7943995143916156,0.8079507503960583,45.21320295333862,14.35955456
29,0.2392412700967209,0.25177700455124313,0.7678011619561428,0.9959406756065987,0.6842757008365683,0.808825531521359,0.8103022535105009,45.249648571014404,14.35955456
30,0.2356591223663575,0.26089761788780624,0.7592110882202784,0.995575581047986,0.6828243092105195,0.7940699804473568,0.800738975002959,40.56243062019348,14.35955456
